      323 22     71-124 -88  14 -23
      323 36     41-146-133 -69 -60
      323 36     51-199-150 -58 -29
      323 43     51-343-407-312-308
      323 50     71 -62 -79 -69 -65
      323 50     91 -67  -8  32  44
      323 50    101-305-188 -17  -7
      323 57     21-349-268-108 -53
      323 78     21 -90 -90 -55 -51
      323 99     61-225-170 -76 -39
      323113     61-141-137 -88 -73
      323120     81 -61 -17  16  26
      323127     81-389-274 -39   0
      323127     91-257-222 -68 -93
      323134     61-157  59 190 200
      323141     71-343-280 -94 -69
      323148     31-335-200 -31  29
      323155     41-282-210 -57 -29
      323155     51 -69-199-242-243
      323162     51-515-339 -23  47
      323169     61 -97 -58 -17   0
      323176     41-338-121 109 111
      323183     91-490-325 -64  28
      324  3     61-407-310-121 -51
      324 23     51-461-445-245-197
      324 33     71-569-342   3 109
      324 33     91-400-324 -99 -61
      324 43     81-352   6 231 302
      324 53     31-112-191-141-175
      324 63     41-521-367 -96   0
      324103     61  43 -92-184-191
      324103     71-225-191 -86 -63
      324113     31-415-289 -32   7
      324113     41   8-209-288-296
      324123     31-343-258 -75 -32
      324123     41-126-264-256-268
      324133     51-123-375-420-420
      324143     51-396-279 -42   0
      324153     41-453-346-106 -39
      324153     51-201-146 -38 -36
      324183     91-372-237  -5  31
      324183    121-450-253  30  98
      324183    131-156-181 -90-123
      324193     31-338-236 -84 -30
      324203     61-439-325 -61 -22
      324203     71-239-182 -52 -54
      324213     61-400-307 -99 -41
      324233     31-409-300 -77 -16
      324233     41-258-282-195-180
      324243     31-400-221 -14  67
      324263     51-334-337-220-174
      324263     61-487-169 381 175
      325  7     61-400-354-147-108
      325 13     61-529-483-328-229
      325 19     31 -73-161-185-181
      325 25     61-315-276-154 -98
      325 55     41-322-278-115 -83
      325 67     21-450-390-209-134
      325 73     61-178-153 -23 -69
      325103     51-375-360-179-146
      325103     61 -86-116 -82 -91
      325121     61-503-552-412-370
      325127     61-163-219-189-174
      325127     71-178-158 -89 -66
      325127     81-174-284-240-252
      325139     41-244 -34 144 182
      325145     31-422-414-238-193
      325145     41  11-105-168-159
      325151     31-126-154-123-112
      326  1     619999999999999999
      326  9     81-261-159   1  17
      326 17     51-412-478-403-354
      326 17     61 -38 -59 -36 -57
      326 33     61-446-441-261-214
      326 57     41-320-335-227-207
      326 73    101-272-199 -77 -50
      326 81     519998999899989998
      326 89     519998999899989998
      326 89     61-446-382-230-153
      326105     41-278-402-349-337
      326113     41-348-110 137 190
      326113     51-292-393-267-324
      326121     81-494-503-326-273
      326121    101-491-411-178-101
      326129     51-338-341-198-168
      326129     61-145 -88 -14   4
      326137     619996999699969996
      326145     71-318-295-160-116
      326145     81-440-309 -88  -9
      326161    111-452-373-159 -89
      326169     41-437-450-298-248
      326169     51-467-397-227-138
      326185     91-299-207 -47  -4
      326193     71 -57-101-105-103
      326193     81  59 -74-143-145
      326201     51-272-363-302-277
      326201     61-561-354 -72   8
      327  5     31-118-105 -49 -47
      327  5     41-358-364-243-197
      327  5     51 -44-120-120-127
      327 12    111-375-308-147 -81
      327 19     51-191 -71  64  72
      327 26     91-228-185 -85 -51
      327 26    101-487-432-227-149
      327 61     91  81 -18 -99-107
      327 75     51-526-327  19  79
      327 75     61-110-253-278-280
      327 82     71 -64-131-147-143
      327 96     81-198 -46 105 115
      327 96     91-252-117   1  50
      327138     51-205  -4 153 186
      327138     61-373-163  45  95
      327152     31-139 -58  23  42
      327166     51-306-284-137-115
      328 10     51-126-131 -80 -79
      328 10     61   3  10  12  11
      328 17    111 -45 -35  -3 -14
      328 38     81-183-114 -15   4
      328 45     41-431-252  35  71
      328 45     51-347-303-163-112
      328 59     31-192-174 -86 -74
      328 59     41-493-420-188-113
      328 73     41-503-356-133 -31
      328 80     51-142-183-149-140
      328 80     619998999899989998
      328 87     81-157-183-129-126
      328 87     91-494-515-408-371
      328 94     61-419-244  31  71
      328101     61-192-218-169-141
      328101     71-192 -67  27  68
      328108     61-457-365-110 -69
      328108     719998999899989998
      328129     41-186-115   3   0
      328129     51-157 -49  45  67
      328150     31 277  18-233-241
      328178     41-340-221 -51   6
      328185    111-238-102  61  86
      328185    121 -29 -48 -32 -46
      329  5     71-380-460-363-331
      329 13     71-195-140 -39 -22
      329 37     71-198-194-111 -98
      329 53     61-466-309 -31  36
      329 53     71  -5 -53-110 -73
      329 61     61-344-335-196-149
      329 69     41-443-308 -35  14
      329 77     61-175-157 -83 -67
      329 85     71-510-452-222-149
      329 93     51-130-200-181-178
      329101     51-244-203-106 -66
      329125     51-315-159  47  85
      329133     419998999899989998
      329157     41-292-319-210-194
      329165     91-579-506-297-204
      329181     71-451-437-254-204
      329181     91-280-488-460-485
      329205     61-272-178 -36   5
      329205     71-146-262-250-248
      329213     61-381-176  76 122
      329213     71-195-130 -53 -18
      330 10     51-245-208-102 -66
      330 17     51-339-319-146-163
      330 24     31-391-355-167-130
      330 24     41-534-382-143 -67
      330 31     61-400-328-135 -72
      330 52     51-199-350-364-350
      330 59     61-534-404-121 -42
      330 66     91-486-472-318-242
      330 66    101-201-236-180-161
      330 73     41-330-314-153-124
      330 80     31-303-329-201-210
      330 87     41-499-340 -44  25
      330 87     519998999899989998
      330136     31-335-254 -80 -33
      330136     41 -73-193-200-217
      330157     61-302-223 -72 -25
      330171     31-217-221-119-126
      330178     31-246-286-217-191
      330185     51-344-286-109-110
      330206     31-289-383-247-298
      331 32     51-397-244 -37  36
      331 67     51-131-265-276-295
      331 74     41-470-422-234-161
      331 81     41-105  -7  90  80
      331 81     51-310-230 -61 -29
      331 81     61 -13  -3  -2   8
      331102     51-285-129  58  88
      331102     71-343-474-299-433
      331109     61-137-163-120-114
      331109     71-157-284-298-279
      331116     81-255-375-332-317
      331116     919998999899989998
      331123     41-218-206-116 -93
      331123     51-165-177-122-105
      331137     61-487-376-106 -41
      331137     71 -91-140 -97-121
      331144     41-294-297-171-142
      331151     61-566-300  78 164
      331151     71-453-373-143-122
      331172    101 -33-142-181-190
      331179     71-290-266-125-101
      331186     41 -69 -21  34  36
      331186     51-374 -51 234 277
      332  5     51-520-434-201-120
      332  5     61-222-187 -93 -76
      332 13     91-446-347-116 -49
      332 13    101-259-386-329-330
      332 29     51-489-413-198-117
      332 85     31-201-272-236-222
      332 93     71-301-213 -42 -12
      332101    111-275-194 -39 -16
      332101    121-187 -81  14  51
      332117     61-153-343-353-357
      332173     31 -41  -8  30  20
      332189     41-441-416-256-189
      332189     51-255-184 -79 -38
      332197     71-357-204  24  56
      332197     81 -25 -27 -10 -19
      332213     61 126   5-110-116
      332213     71-141 -42  46  67
      333  2     51-310-143  80  82
      333  2     61-345-243-102 -31
      333 10     31-401-356-206-165
      333 18     31-338-205  42   0
      333 66     51 -91-196-208-201
      333 98     61 -75 -32  18  23
      333 98     71-328-290-183-120
      333106     61-300-208 -53 -40
      333114     41-340-274-112 -58
      333114     51-181-210-170-140
      333122     41-352-325-193-133
      333138     51-509-352 -40  23
      333154     81-437-305 -33   9
      333154     91-417-192  93 152
      333154    111-434-232  67  95
      333154    121-460-379-176-109
      333162     71-214-290-241-218
      333170     61-218-172 -63 -45
      333170     71-251-278-168-173
      333178     51-500-375 -79 -39
      333178     61-295-321-248-209
      333194     51-281-238 -98 -71
      333194     61-193-218-172-141
      333202     51-174-234-187-184
      333210     31-287-163   5  48
      333210     41-159-419-460-475
      334  7     31-140 -86 -16   4
      334 35     61-208 -87  30  66
      334 42     61-347-286-121 -68
      334 42     71 -89-126-119-105
      334 63     519999999999999999
      334 70     81-458-419-206-158
      334 70     91-434-341-172 -87
      334 77     61-183-231-189-172
      334 77     71  79  -2 -60 -69
      334 77     81-159-190 -63-156
      334 91     51-343-313-199-149
      334 98     61-388-416-286-242
      334 98     719999999999999999
      334105     51-480-335 -57  13
      334105     61-406-356-126-159
      334112     91-212-104  -7  39
      334126     81-375-381-230-189
      334133     31-505-295  50  97
      334140     61-411-341-148 -88
      334147     41-570-578-457-426
      334154     61-340-228 -25   5
      334154     71-121 -76 -30  -6
      335  4     31-266-133  35  71
      335  4     41 -75-165-183-173
      335 15     81-444-353-100 -58
      335 26     41-136-185-155-148
      335 37     519998999899989998
      335 48     51-276-205 -72 -29
      335 70     31-273-293-201-174
      335 81     51-110-157-135-132
      335 92     41 -54-132-149-154
      335 92     519998999899989998
      335103     81 119-143-263-301
      335114     71-565-457-220-111
      335147     21-182-115 -41  -8
      335169     71-380-194  61  96
      335169     81-120-122 -88 -73
      335180     51-276-276-155-137
      335213     31-152-121 -23 -43
      335224     41-208-174 -75 -57
      335224     51-312-234-102 -44
      335246     41 -79  32  99 114
      335257     41-579-471-202-109
      335268     81-216-176-104 -62
      335279     71-204-118  12  27
      335290     71-372-239 -31  24
      336  3     31-168-141  16 -67
      336 13     31-548-375 -26  26
      336 13     419999999999999999
      336 43     61-434-335-115 -50
